id,team,standing,percentage,season,diff_standing,diff_percentage,min_per,avg_per,DPOY,MIP,SMOY,COY
1025,"Detroit Pistons",4,0.561,1985,0,-0.037,-31.9,9.75,0,0,0,0
1075,"Detroit Pistons",8,0.451,1983,-1,-0.025,5.6,12.84,0,0,0,0
486,"Golden State Warriors",12,0.415,2005,-1,-0.036,6,12.51,0,0,0,0
514,"Golden State Warriors",11,0.451,2004,0,-0.012,3.1,12.82,0,0,0,0
543,"Golden State Warriors",11,0.463,2003,3,0.207,-7.8,10.88,0,1,0,0
602,"Golden State Warriors",14,0.207,2001,-1,-0.025,2,12.61,0,0,0,0
713,"Golden State Warriors",10,0.366,1997,-1,-0.073,2.9,11.12,0,0,0,0
741,"Golden State Warriors",9,0.439,1996,2,0.122,-7.2,10.97,0,0,0,0
823,"Golden State Warriors",10,0.415,1993,-7,-0.256,1.5,13.09,0,0,0,0
843,"Golden State Warriors",3,0.671,1992,4,0.134,2.9,12.87,0,0,0,1
874,"Golden State Warriors",7,0.537,1991,3,0.086,0,12.78,0,0,0,0
904,"Golden State Warriors",10,0.451,1990,-3,-0.073,0.7,11.55,0,0,0,0
970,"Golden State Warriors",5,0.512,1987,7,0.146,4.5,12.46,0,0,0,0
999,"Golden State Warriors",12,0.366,1986,0,0.098,5.4,12.61,0,0,0,0
1021,"Golden State Warriors",12,0.268,1985,-3,-0.183,-31.1,10.34,0,0,0,0
1041,"Golden State Warriors",9,0.451,1984,0,0.085,7.4,12.88,0,0,0,0
457,"Golden State Warriors",13,0.415,2006,-1,0,-3.7,13.5,0,0,0,0
573,"Golden State Warriors",14,0.256,2002,0,0.049,-9,12.22,0,0,0,0
630,"Golden State Warriors",13,0.232,2000,-3,-0.188,-3.7,10.76,0,0,0,0
656,"Golden State Warriors",10,0.42,1999,2,0.188,3,11.87,0,0,0,0
687,"Golden State Warriors",12,0.232,1998,-2,-0.134,-2.3,12.32,0,0,0,0
770,"Golden State Warriors",11,0.317,1995,-5,-0.293,1.2,13.14,0,0,0,0
792,"Golden State Warriors",6,0.61,1994,4,0.195,6.1,13.42,0,0,0,0
926,"Golden State Warriors",7,0.524,1989,4,0.28,2.5,11.24,0,0,0,0
953,"Golden State Warriors",11,0.244,1988,-6,-0.268,2.5,13.68,0,0,0,0
1064,"Golden State Warriors",9,0.366,1983,-2,-0.183,5.3,12.66,0,0,0,0
1085,"Golden State Warriors",7,0.549,1982,0,0.073,4.2,12.41,0,0,0,0
9,"Golden State Warriors",9,0.542,2021,6,0.311,4.4,13.7,0,0,0,0
45,"Golden State Warriors",15,0.231,2020,-14,-0.464,5.6,13.36,0,0,0,0
61,"Golden State Warriors",1,0.695,2019,1,-0.012,3.7,12.52,0,0,0,0
92,"Golden State Warriors",2,0.707,2018,-1,-0.11,3.5,15.05,0,0,0,0
121,"Golden State Warriors",1,0.817,2017,0,-0.073,-28.5,13.3,1,0,0,0
151,"Golden State Warriors",1,0.89,2016,0,0.073,5.3,14.59,0,0,0,1
181,"Golden State Warriors",1,0.817,2015,5,0.195,10.1,15.66,0,0,0,0
215,"Golden State Warriors",6,0.622,2014,0,0.049,0.8,15.46,0,0,0,0
244,"Golden State Warriors",6,0.573,2013,7,0.225,-5.1,11.84,0,0,0,0
280,"Golden State Warriors",13,0.348,2012,-1,-0.091,6.1,11.93,0,0,0,0
309,"Golden State Warriors",12,0.439,2011,1,0.122,4.7,13.15,0,0,0,0
340,"Golden State Warriors",13,0.317,2010,-3,-0.037,4.7,13.06,0,0,0,0
367,"Golden State Warriors",10,0.354,2009,-1,-0.231,7.1,14.43,0,0,0,0
394,"Golden State Warriors",9,0.585,2008,-1,0.073,3.7,13.54,0,0,0,0
423,"Golden State Warriors",8,0.512,2007,5,0.097,5.2,13.18,0,1,0,0
24,"Indiana Pacers",9,0.472,2021,-5,-0.144,-45.2,13.53,0,0,0,0
49,"Indiana Pacers",4,0.616,2020,1,0.031,1,13.25,0,0,0,0
80,"Indiana Pacers",5,0.585,2019,0,0,0.1,12.96,0,0,0,0
110,"Indiana Pacers",5,0.585,2018,2,0.073,-6,12.44,0,1,0,0
142,"Indiana Pacers",7,0.512,2017,0,-0.037,-2.3,14.02,0,0,0,0
172,"Indiana Pacers",7,0.549,2016,2,0.086,0.1,12.76,0,0,0,0
204,"Indiana Pacers",9,0.463,2015,-8,-0.22,7.4,14.56,0,0,0,0
224,"Indiana Pacers",1,0.683,2014,2,0.078,7.4,14.33,0,0,0,0
256,"Indiana Pacers",3,0.605,2013,0,-0.031,6.1,13.25,0,1,0,0
285,"Indiana Pacers",3,0.636,2012,5,0.185,-6,11.05,0,0,0,0
320,"Indiana Pacers",8,0.451,2011,2,0.061,7,14.95,0,0,0,0
352,"Indiana Pacers",10,0.39,2010,-1,-0.049,5.5,12.67,0,0,0,0
380,"Indiana Pacers",9,0.439,2009,0,0,7.9,12.94,0,1,0,0
409,"Indiana Pacers",9,0.439,2008,0,0.012,8.5,13.98,0,0,0,0
439,"Indiana Pacers",9,0.427,2007,-3,-0.073,1.1,13.21,0,0,0,0
495,"Indiana Pacers",6,0.537,2005,-5,-0.207,-6.2,13.79,0,0,0,0
581,"Indiana Pacers",8,0.512,2002,0,0.012,5.5,13.91,0,1,0,0
632,"Indiana Pacers",1,0.683,2000,1,0.023,-10.6,10.79,0,1,0,0
692,"Indiana Pacers",3,0.707,1998,7,0.231,-8.5,12.51,0,0,0,1
748,"Indiana Pacers",3,0.634,1996,-1,0,-1.5,12.07,0,0,0,0
860,"Indiana Pacers",7,0.488,1992,0,-0.012,5,14.35,0,0,1,0
888,"Indiana Pacers",7,0.5,1991,1,-0.012,5.4,12.79,0,0,1,0
915,"Indiana Pacers",8,0.512,1990,2,0.171,7.4,12.93,0,0,0,0
963,"Indiana Pacers",9,0.463,1988,-2,-0.037,-14.9,11.06,0,0,0,0
984,"Indiana Pacers",7,0.5,1987,3,0.183,8.2,13.08,0,0,0,0
1009,"Indiana Pacers",10,0.317,1986,1,0.049,5.2,11.99,0,0,0,0
1032,"Indiana Pacers",11,0.268,1985,0,-0.049,8.3,12.81,0,0,0,0
1055,"Indiana Pacers",11,0.317,1984,0,0.073,3.3,11.69,0,0,0,0
1078,"Indiana Pacers",11,0.244,1983,-3,-0.183,-2,11.99,0,0,0,0
1098,"Indiana Pacers",8,0.427,1982,-2,-0.11,8.2,13.77,0,0,0,0
465,"Indiana Pacers",6,0.5,2006,0,-0.037,-1.3,11.52,0,0,0,0
518,"Indiana Pacers",1,0.744,2004,2,0.159,0.4,12.08,1,0,0,0
549,"Indiana Pacers",3,0.585,2003,5,0.073,4.9,13.13,0,0,0,0
610,"Indiana Pacers",8,0.5,2001,-7,-0.183,-10.2,12.08,0,0,0,0
662,"Indiana Pacers",2,0.66,1999,1,-0.047,7.6,15.42,0,0,0,0
727,"Indiana Pacers",10,0.476,1997,-7,-0.158,-10.3,11.41,0,0,0,0
774,"Indiana Pacers",2,0.634,1995,3,0.061,10.2,13.9,0,0,0,0
804,"Indiana Pacers",5,0.573,1994,3,0.073,-2.6,12.48,0,0,0,0
834,"Indiana Pacers",8,0.5,1993,-1,0.012,5.2,13.33,0,0,0,0
941,"Indiana Pacers",10,0.341,1989,-1,-0.122,4.6,12.29,0,0,0,0
517,"Los Angeles Clippers",14,0.341,2004,-1,0.012,-4.3,10.53,0,0,0,0
545,"Los Angeles Clippers",13,0.329,2003,-4,-0.147,-9.2,11.81,0,0,0,0
600,"Los Angeles Clippers",12,0.378,2001,2,0.195,4.8,12.35,0,0,0,0
711,"Los Angeles Clippers",8,0.439,1997,3,0.085,7.8,13.46,0,0,0,0
743,"Los Angeles Clippers",11,0.354,1996,2,0.147,6.1,13.41,0,0,0,0
772,"Los Angeles Clippers",13,0.207,1995,-2,-0.122,1.8,12.66,0,0,0,0
797,"Los Angeles Clippers",11,0.329,1994,-4,-0.171,3.3,12.29,0,0,0,0
820,"Los Angeles Clippers",7,0.5,1993,0,-0.049,6.9,13.17,0,0,0,0
847,"Los Angeles Clippers",7,0.549,1992,3,0.171,-32.3,9.66,0,0,0,0
877,"Los Angeles Clippers",10,0.378,1991,1,0.012,4,11.56,0,0,0,0
931,"Los Angeles Clippers",12,0.256,1989,0,0.049,-4.8,10.82,0,0,0,0
977,"Los Angeles Clippers",12,0.146,1987,-2,-0.244,2.9,11.48,0,0,0,0
451,"Los Angeles Clippers",6,0.573,2006,4,0.122,-40.7,7.76,0,0,0,0
484,"Los Angeles Clippers",10,0.451,2005,4,0.11,-5.5,11.31,0,0,0,0
569,"Los Angeles Clippers",9,0.476,2002,3,0.098,7.7,13.35,0,0,0,0
631,"Los Angeles Clippers",14,0.183,2000,-1,0.003,5.7,13.05,0,0,0,0
659,"Los Angeles Clippers",13,0.18,1999,0,-0.027,-25.5,9.88,0,0,0,0
688,"Los Angeles Clippers",13,0.207,1998,-5,-0.232,7.1,13.26,0,0,0,0
905,"Los Angeles Clippers",11,0.366,1990,1,0.11,2.1,11.54,0,0,0,0
954,"Los Angeles Clippers",12,0.207,1988,0,0.061,-30.2,9.46,0,0,0,0
997,"Los Angeles Clippers",10,0.39,1986,1,0.012,-11.4,10.64,0,0,0,0
4,"Los Angeles Clippers",4,0.653,2021,-2,-0.028,8.3,15.58,0,0,0,0
32,"Los Angeles Clippers",2,0.681,2020,6,0.096,1.4,13.8,0,0,0,0
68,"Los Angeles Clippers",8,0.585,2019,2,0.073,4.8,14.09,0,0,0,0
100,"Los Angeles Clippers",10,0.512,2018,-6,-0.11,4.3,12.5,0,0,0,0
124,"Los Angeles Clippers",4,0.622,2017,0,-0.024,7.2,14.86,0,0,0,0
154,"Los Angeles Clippers",4,0.646,2016,-1,-0.037,-1.2,13.48,0,0,0,0
183,"Los Angeles Clippers",3,0.683,2015,0,-0.012,7.1,13.43,0,0,0,0
212,"Los Angeles Clippers",3,0.695,2014,1,0.012,1.9,12.08,0,0,0,0
242,"Los Angeles Clippers",4,0.683,2013,1,0.077,0.1,11.85,0,0,0,0
272,"Los Angeles Clippers",5,0.606,2012,8,0.216,4.3,14.35,0,0,0,0
310,"Los Angeles Clippers",13,0.39,2011,-1,0.036,0,12.06,0,0,0,0
339,"Los Angeles Clippers",12,0.354,2010,2,0.122,1.8,12.33,0,0,0,0
370,"Los Angeles Clippers",14,0.232,2009,-2,-0.048,4.8,11.77,0,0,0,0
397,"Los Angeles Clippers",12,0.28,2008,-3,-0.208,6.1,11.87,0,0,0,0
424,"Los Angeles Clippers",9,0.488,2007,-3,-0.085,5.5,12.15,0,0,0,0
7,"Los Angeles Lakers",7,0.583,2021,-6,-0.149,-8.7,11.84,0,0,0,0
31,"Los Angeles Lakers",1,0.732,2020,9,0.281,0,13.35,0,0,0,0
70,"Los Angeles Lakers",10,0.451,2019,1,0.024,-5.6,12.9,0,0,0,0
101,"Los Angeles Lakers",11,0.427,2018,3,0.11,-11.9,12.46,0,0,0,0
134,"Los Angeles Lakers",14,0.317,2017,1,0.11,-3.2,11.32,0,0,0,0
165,"Los Angeles Lakers",15,0.207,2016,-1,-0.049,6.5,13.51,0,0,0,0
194,"Los Angeles Lakers",14,0.256,2015,0,-0.073,4.9,12.11,0,0,0,0
222,"Los Angeles Lakers",14,0.329,2014,-7,-0.22,-7.5,11.73,0,0,0,0
245,"Los Angeles Lakers",7,0.549,2013,-4,-0.072,7.6,13.41,0,0,0,0
270,"Los Angeles Lakers",3,0.621,2012,-1,-0.074,-6.7,10.6,0,0,0,0
299,"Los Angeles Lakers",2,0.695,2011,-1,0,4.5,12.79,0,0,1,0
328,"Los Angeles Lakers",1,0.695,2010,0,-0.098,2.1,12.76,0,0,0,0
358,"Los Angeles Lakers",1,0.793,2009,0,0.098,6.7,13.37,0,0,0,0
387,"Los Angeles Lakers",1,0.695,2008,6,0.183,-8.6,12.46,0,0,0,0
422,"Los Angeles Lakers",7,0.512,2007,0,-0.037,1.2,14.15,0,0,0,0
505,"Los Angeles Lakers",2,0.683,2004,3,0.073,1.3,12.41,0,0,0,0
563,"Los Angeles Lakers",3,0.707,2002,-1,0.024,5.2,12.56,0,0,0,0
590,"Los Angeles Lakers",2,0.683,2001,-1,-0.134,5,15.05,0,0,0,0
651,"Los Angeles Lakers",5,0.62,1999,-2,-0.124,2.7,13.03,0,0,0,0
707,"Los Angeles Lakers",4,0.683,1997,0,0.037,4.9,15.77,0,0,0,0
736,"Los Angeles Lakers",4,0.646,1996,1,0.061,4.2,14.21,0,0,0,0
966,"Los Angeles Lakers",1,0.793,1987,0,0.037,-0.8,13.35,1,0,0,0
989,"Los Angeles Lakers",1,0.756,1986,0,0,5,14.82,0,0,0,0
1033,"Los Angeles Lakers",1,0.659,1984,0,-0.048,-11,12.61,0,0,0,0
1056,"Los Angeles Lakers",1,0.707,1983,0,0.012,4.9,13.38,0,0,0,0
452,"Los Angeles Lakers",7,0.549,2006,4,0.134,7.5,13.7,0,0,0,0
485,"Los Angeles Lakers",11,0.415,2005,-9,-0.268,-1.6,10.94,0,0,0,0
537,"Los Angeles Lakers",5,0.61,2003,-2,-0.097,1.6,12.79,0,0,0,0
618,"Los Angeles Lakers",1,0.817,2000,4,0.197,6.2,13.97,0,0,0,0
678,"Los Angeles Lakers",3,0.744,1998,1,0.061,8,14.09,0,0,0,0
764,"Los Angeles Lakers",5,0.585,1995,4,0.183,0.7,14.01,0,0,0,1
795,"Los Angeles Lakers",9,0.402,1994,-1,-0.074,5,13.72,0,0,0,0
821,"Los Angeles Lakers",8,0.476,1993,0,-0.048,8,13.79,0,0,0,0
848,"Los Angeles Lakers",8,0.524,1992,-5,-0.183,7.6,13.56,0,0,0,0
870,"Los Angeles Lakers",3,0.707,1991,-2,-0.061,1.8,12.35,0,0,0,0
895,"Los Angeles Lakers",1,0.768,1990,0,0.073,-0.4,12.98,0,0,0,1
920,"Los Angeles Lakers",1,0.695,1989,0,-0.061,0,12.5,0,0,0,0
943,"Los Angeles Lakers",1,0.756,1988,0,-0.037,6.8,14.39,0,0,0,0
1011,"Los Angeles Lakers",1,0.756,1985,0,0.097,5.4,15.41,0,0,0,0
1079,"Los Angeles Lakers",1,0.695,1982,2,0.036,-7.3,11.68,0,0,0,0
450,"Memphis Grizzlies",5,0.598,2006,3,0.049,0.9,12.63,0,0,1,0
482,"Memphis Grizzlies",8,0.549,2005,-2,-0.061,3.8,12.79,0,0,0,0
509,"Memphis Grizzlies",6,0.61,2004,6,0.269,0.9,13.25,0,0,0,1
544,"Memphis Grizzlies",12,0.341,2003,1,0.061,-4.5,11.42,0,0,0,1
8,"Memphis Grizzlies",8,0.528,2021,1,0.062,-7.1,11.96,0,0,0,0
39,"Memphis Grizzlies",9,0.466,2020,3,0.064,-0.5,13.34,0,0,0,0
72,"Memphis Grizzlies",12,0.402,2019,2,0.134,-0.1,13.54,0,0,0,0
104,"Memphis Grizzlies",14,0.268,2018,-7,-0.256,3.3,12.19,0,0,0,0
127,"Memphis Grizzlies",7,0.524,2017,0,0.012,0.9,13.86,0,0,0,0
157,"Memphis Grizzlies",7,0.512,2016,-2,-0.159,6.2,12.17,0,0,0,0
185,"Memphis Grizzlies",5,0.671,2015,2,0.061,3.3,14.04,0,0,0,0
216,"Memphis Grizzlies",7,0.61,2014,-2,-0.073,-0.7,14.83,0,0,0,0
243,"Memphis Grizzlies",5,0.683,2013,-1,0.062,0,13.18,1,0,0,0
271,"Memphis Grizzlies",4,0.621,2012,4,0.06,-7.7,11.71,0,0,0,0
305,"Memphis Grizzlies",8,0.561,2011,2,0.073,-14.7,10.66,0,0,0,0
337,"Memphis Grizzlies",10,0.488,2010,2,0.195,0.4,13.02,0,0,0,0
369,"Memphis Grizzlies",12,0.293,2009,2,0.025,5.9,14.08,0,0,0,0
399,"Memphis Grizzlies",14,0.268,2008,1,0,-6.3,11.99,0,0,0,0
430,"Memphis Grizzlies",15,0.268,2007,-10,-0.33,-18.1,10.76,0,0,0,0
21,"Miami Heat",6,0.556,2021,-1,-0.047,4.7,13.14,0,0,0,0
50,"Miami Heat",5,0.603,2020,5,0.127,4.6,14.69,0,0,0,0
85,"Miami Heat",10,0.476,2019,-4,-0.061,-3.1,11.76,0,0,0,0
111,"Miami Heat",6,0.537,2018,3,0.037,3.6,12.27,0,0,0,0
144,"Miami Heat",9,0.5,2017,-6,-0.085,-0.7,11.48,0,0,0,0
168,"Miami Heat",3,0.585,2016,7,0.134,7.5,12.8,0,0,0,0
205,"Miami Heat",10,0.451,2015,-8,-0.208,2.4,15.33,0,0,0,0
225,"Miami Heat",2,0.659,2014,-1,-0.146,-5,11.83,0,0,0,0
254,"Miami Heat",1,0.805,2013,1,0.108,8,20.43,0,0,0,0
284,"Miami Heat",2,0.697,2012,0,-0.01,-4.1,12.84,0,0,0,0
314,"Miami Heat",2,0.707,2011,3,0.134,1.8,11.71,0,0,0,0
347,"Miami Heat",5,0.573,2010,0,0.049,-6.4,11.59,0,0,0,0
376,"Miami Heat",5,0.524,2009,10,0.341,-3.7,11.45,0,0,0,0
415,"Miami Heat",15,0.183,2008,-11,-0.354,3.7,11.74,0,0,0,0
434,"Miami Heat",4,0.537,2007,-2,-0.097,5.5,12.02,0,0,0,0
521,"Miami Heat",4,0.512,2004,9,0.207,5.2,13.5,0,0,0,0
584,"Miami Heat",11,0.439,2002,-8,-0.171,3.8,11.49,0,0,0,0
605,"Miami Heat",3,0.61,2001,-1,-0.024,-9.7,10.5,0,0,0,0
633,"Miami Heat",2,0.634,2000,-1,-0.026,-1.9,13.15,1,0,0,0
719,"Miami Heat",2,0.744,1997,6,0.232,-0.5,13.43,0,1,0,1
807,"Miami Heat",8,0.512,1994,3,0.073,6.5,13.55,0,0,0,0
837,"Miami Heat",11,0.439,1993,-3,-0.024,-3.4,11.6,0,0,0,0
861,"Miami Heat",8,0.463,1992,5,0.17,9.3,13.54,0,0,0,0
894,"Miami Heat",13,0.293,1991,-2,0.073,8.7,14.11,0,0,0,0
461,"Miami Heat",2,0.634,2006,-1,-0.086,6.3,13.23,0,0,0,0
490,"Miami Heat",1,0.72,2005,3,0.208,-2.8,11.68,0,0,0,0
558,"Miami Heat",13,0.305,2003,-2,-0.134,-7.2,10.62,0,0,0,0
661,"Miami Heat",1,0.66,1999,1,-0.011,6.6,13.33,1,0,0,0
691,"Miami Heat",2,0.671,1998,0,-0.073,-3.3,10.47,0,0,0,0
753,"Miami Heat",8,0.512,1996,2,0.122,-4.1,12.83,0,0,0,0
782,"Miami Heat",10,0.39,1995,-2,-0.122,1.6,11.81,0,0,0,0
918,"Miami Heat",11,0.22,1990,2,0.037,7.4,12.16,0,1,0,0
444,"Milwaukee Bucks",14,0.341,2007,-6,-0.147,8.7,12.93,0,0,0,0
467,"Milwaukee Bucks",8,0.488,2006,5,0.122,-20.7,10.58,0,0,0,0
502,"Milwaukee Bucks",13,0.366,2005,-7,-0.134,3.1,12.15,0,0,0,0
523,"Milwaukee Bucks",6,0.5,2004,1,-0.012,1.9,12.73,0,0,0,0
552,"Milwaukee Bucks",7,0.512,2003,2,0.012,3.4,13.95,0,0,0,0
582,"Milwaukee Bucks",9,0.5,2002,-7,-0.134,7.9,14.09,0,0,0,0
758,"Milwaukee Bucks",13,0.305,1996,-4,-0.11,-19.9,9.48,0,0,0,0
781,"Milwaukee Bucks",9,0.415,1995,4,0.171,-2.7,11.29,0,0,0,0
812,"Milwaukee Bucks",13,0.244,1994,-1,-0.097,2,12.15,0,0,0,0
865,"Milwaukee Bucks",12,0.378,1992,-8,-0.207,9.2,14.51,0,0,0,0
885,"Milwaukee Bucks",4,0.585,1991,2,0.048,6.9,13.99,0,0,0,0
959,"Milwaukee Bucks",5,0.512,1988,-1,-0.098,3.6,13.34,0,0,0,0
1001,"Milwaukee Bucks",2,0.695,1986,0,-0.025,-2.4,12.18,0,0,0,0
1069,"Milwaukee Bucks",2,0.622,1983,0,-0.049,6.7,14.12,1,0,0,1
1092,"Milwaukee Bucks",2,0.671,1982,0,-0.061,6.7,13.22,0,0,0,0
838,"Milwaukee Bucks",12,0.341,1993,0,-0.037,2,11.99,0,0,0,0
604,"Milwaukee Bucks",2,0.634,2001,6,0.122,4.8,13.12,0,0,0,0
639,"Milwaukee Bucks",8,0.512,2000,-1,-0.048,1.7,12.45,0,0,0,0
667,"Milwaukee Bucks",7,0.56,1999,6,0.121,4.3,13.54,0,0,0,0
701,"Milwaukee Bucks",13,0.439,1998,-2,0.037,-1.8,14.46,0,0,0,0
728,"Milwaukee Bucks",11,0.402,1997,2,0.097,5.4,12.29,0,0,0,0
913,"Milwaukee Bucks",6,0.537,1990,-1,-0.061,6.2,15.88,0,0,1,0
936,"Milwaukee Bucks",5,0.598,1989,0,0.086,-1.7,11.1,0,0,0,0
981,"Milwaukee Bucks",4,0.61,1987,-2,-0.085,-4,9.79,0,0,1,0
1023,"Milwaukee Bucks",2,0.72,1985,0,0.11,2,13.11,0,0,0,1
1046,"Milwaukee Bucks",2,0.61,1984,0,-0.012,-7.7,10.86,1,0,0,0
18,"Milwaukee Bucks",3,0.639,2021,-2,-0.128,-12.9,10.76,0,0,0,0
46,"Milwaukee Bucks",1,0.767,2020,0,0.035,-6.5,12.54,1,0,0,0
76,"Milwaukee Bucks",1,0.732,2019,6,0.195,8.1,13.98,0,0,0,1
112,"Milwaukee Bucks",7,0.537,2018,-1,0.025,1.7,14,0,0,0,0
141,"Milwaukee Bucks",6,0.512,2017,6,0.11,-2.1,12.81,0,1,0,0
177,"Milwaukee Bucks",12,0.402,2016,-6,-0.098,-9.9,11.16,0,0,0,0
201,"Milwaukee Bucks",6,0.5,2015,9,0.317,4.2,11.56,0,0,0,0
238,"Milwaukee Bucks",15,0.183,2014,-7,-0.28,3.8,12.81,0,0,0,0
260,"Milwaukee Bucks",8,0.463,2013,1,-0.007,7.6,14.68,0,0,0,0
291,"Milwaukee Bucks",9,0.47,2012,0,0.043,3,12.84,0,0,0,0
321,"Milwaukee Bucks",9,0.427,2011,-3,-0.134,-3.3,13.15,0,0,0,0
348,"Milwaukee Bucks",6,0.561,2010,6,0.146,0,12.16,0,0,0,0
383,"Milwaukee Bucks",12,0.415,2009,1,0.098,-6.3,11.16,0,0,0,0
413,"Milwaukee Bucks",13,0.317,2008,1,-0.024,6.2,13.09,0,0,0,0
13,"Minnesota Timberwolves",13,0.319,2021,1,0.022,3.8,13.52,0,0,0,0
44,"Minnesota Timberwolves",14,0.297,2020,-3,-0.142,-12.4,12.02,0,0,0,0
71,"Minnesota Timberwolves",11,0.439,2019,-3,-0.134,-9.6,12.61,0,0,0,0
98,"Minnesota Timberwolves",8,0.573,2018,5,0.195,0.7,13.61,0,0,0,0
133,"Minnesota Timberwolves",13,0.378,2017,0,0.024,6,15.79,0,0,0,0
163,"Minnesota Timberwolves",13,0.354,2016,2,0.159,5.5,12.39,0,0,0,0
195,"Minnesota Timberwolves",15,0.195,2015,-5,-0.293,5.5,12.21,0,0,0,0
219,"Minnesota Timberwolves",10,0.488,2014,2,0.11,3.3,13.15,0,0,0,0
250,"Minnesota Timberwolves",12,0.378,2013,0,-0.016,1.7,12.69,0,0,0,0
279,"Minnesota Timberwolves",12,0.394,2012,3,0.187,-15.2,11.63,0,0,0,0
312,"Minnesota Timberwolves",15,0.207,2011,0,0.024,8,13.21,0,1,0,0
342,"Minnesota Timberwolves",15,0.183,2010,-4,-0.11,4.9,12.08,0,0,0,0
368,"Minnesota Timberwolves",11,0.293,2009,2,0.025,5.4,11.64,0,0,0,0
398,"Minnesota Timberwolves",13,0.268,2008,0,-0.122,-0.1,13.6,0,0,0,0
428,"Minnesota Timberwolves",13,0.39,2007,1,-0.012,0.2,11.3,0,0,0,0
654,"Minnesota Timberwolves",8,0.5,1999,-1,-0.049,6.7,13.59,0,0,0,0
682,"Minnesota Timberwolves",7,0.549,1998,-1,0.061,-14.3,9.99,0,0,0,0
709,"Minnesota Timberwolves",6,0.488,1997,6,0.171,-1.7,13.06,0,0,0,0
771,"Minnesota Timberwolves",12,0.256,1995,0,0.012,-2.2,11.5,0,0,0,0
853,"Minnesota Timberwolves",13,0.183,1992,-2,-0.171,-8.6,10.51,0,0,0,0
878,"Minnesota Timberwolves",11,0.354,1991,2,0.086,7.4,13.11,0,0,0,0
825,"Minnesota Timberwolves",12,0.232,1993,1,0.049,6.1,12.34,0,0,0,0
798,"Minnesota Timberwolves",12,0.244,1994,0,0.012,1.8,11.06,0,0,0,0
744,"Minnesota Timberwolves",12,0.317,1996,0,0.061,5,14.22,0,0,0,0
623,"Minnesota Timberwolves",6,0.61,2000,2,0.11,-4.9,12.43,0,0,0,0
596,"Minnesota Timberwolves",8,0.573,2001,-2,-0.037,5.4,12.85,0,0,0,0
565,"Minnesota Timberwolves",5,0.61,2002,3,0.037,8.4,14.34,0,0,0,0
536,"Minnesota Timberwolves",4,0.622,2003,1,0.012,4.1,12.34,0,0,0,0
504,"Minnesota Timberwolves",1,0.707,2004,3,0.085,6.9,13.84,0,0,0,0
483,"Minnesota Timberwolves",9,0.537,2005,-8,-0.17,-6.7,11.33,0,0,0,0
458,"Minnesota Timberwolves",14,0.402,2006,-5,-0.135,4.5,11.63,0,0,0,0
11,"New Orleans Pelicans",11,0.431,2021,2,0.014,-1.2,13.95,0,0,0,0
43,"New Orleans Pelicans",13,0.417,2020,0,0.015,-35.1,9.2,0,1,0,0
73,"New Orleans Pelicans",13,0.402,2019,-7,-0.183,-5,12.9,0,0,0,0
96,"New Orleans Pelicans",6,0.585,2018,4,0.17,2,12.61,0,0,0,0
130,"New Orleans Pelicans",10,0.415,2017,2,0.049,-5.1,10.76,0,0,0,0
162,"New Orleans Pelicans",12,0.366,2016,-4,-0.183,4.7,12.83,0,0,0,0
188,"New Orleans Pelicans",8,0.549,2015,4,0.134,-2.1,12.03,0,0,0,0
19,"New York Knicks",4,0.569,2021,8,0.251,-20,8.56,0,1,0,1
57,"New York Knicks",12,0.318,2020,3,0.111,-10.8,10.91,0,0,0,0
90,"New York Knicks",15,0.207,2019,-4,-0.147,3.2,12.41,0,0,0,0
116,"New York Knicks",11,0.354,2018,1,-0.024,2.9,12.79,0,0,0,0
147,"New York Knicks",12,0.378,2017,1,-0.012,-41.1,10.98,0,0,0,0
178,"New York Knicks",13,0.39,2016,2,0.183,7.5,13.5,0,0,0,0
209,"New York Knicks",15,0.207,2015,-6,-0.244,2.2,16.12,0,0,0,0
232,"New York Knicks",9,0.451,2014,-7,-0.208,7.6,13.01,0,0,0,0
255,"New York Knicks",2,0.659,2013,5,0.114,0,13.2,0,0,1,0
289,"New York Knicks",7,0.545,2012,-1,0.033,-5.7,13.01,1,0,0,0
318,"New York Knicks",6,0.512,2011,5,0.158,-4.3,12.78,0,0,0,0
353,"New York Knicks",11,0.354,2010,3,-0.036,-1.2,12.71,0,0,0,0
385,"New York Knicks",14,0.39,2009,0,0.11,-1.9,12.41,0,0,0,0
414,"New York Knicks",14,0.28,2008,-2,-0.122,-12.6,12.35,0,0,0,0
586,"New York Knicks",13,0.366,2002,-9,-0.219,6.4,12.66,0,0,0,0
606,"New York Knicks",4,0.585,2001,-1,-0.025,0.8,11.02,0,0,0,0
634,"New York Knicks",3,0.61,2000,5,0.07,0.9,11.48,0,0,0,0
668,"New York Knicks",8,0.54,1999,-1,0.016,-5,10.01,0,0,0,0
775,"New York Knicks",3,0.671,1995,-1,-0.024,7.9,13.84,0,0,1,0
889,"New York Knicks",8,0.476,1991,-3,-0.073,-9,10.43,0,0,0,0
912,"New York Knicks",5,0.549,1990,-3,-0.085,5.1,12.56,0,0,0,0
933,"New York Knicks",2,0.634,1989,6,0.171,-4.9,11.27,0,0,0,0
962,"New York Knicks",8,0.463,1988,3,0.17,4.7,13.78,0,0,0,0
988,"New York Knicks",11,0.293,1987,0,0.013,-1.7,9.58,0,0,0,0
