id,team,standing,percentage,season,diff_standing,diff_percentage,min_per,avg_per,DPOY,MIP,SMOY,COY
1010,"New York Knicks",11,0.28,1986,-1,-0.013,4.1,11.76,0,0,0,0
1049,"New York Knicks",5,0.573,1984,0,0.036,4.1,12.09,0,0,0,0
1100,"New York Knicks",10,0.402,1982,-6,-0.208,5.4,13.42,0,0,0,0
442,"New York Knicks",12,0.402,2007,3,0.122,4.3,13.96,0,0,0,0
474,"New York Knicks",15,0.28,2006,-3,-0.122,1.5,12.17,0,0,0,0
501,"New York Knicks",12,0.402,2005,-5,-0.074,2,11.67,0,0,0,0
524,"New York Knicks",7,0.476,2004,3,0.025,-6.5,14.37,0,0,0,0
555,"New York Knicks",10,0.451,2003,3,0.085,-6.6,13.57,0,0,0,0
696,"New York Knicks",7,0.524,1998,-4,-0.171,3.9,13.52,0,0,0,0
720,"New York Knicks",3,0.695,1997,2,0.122,6.1,13.26,0,0,1,0
750,"New York Knicks",5,0.573,1996,-2,-0.098,6.4,12.78,0,0,0,0
801,"New York Knicks",2,0.695,1994,-1,-0.037,-5.4,10.62,0,0,0,0
827,"New York Knicks",1,0.732,1993,3,0.11,0.6,13.56,0,0,0,1
857,"New York Knicks",4,0.622,1992,4,0.146,8.7,12.9,0,0,0,0
1031,"New York Knicks",10,0.293,1985,-5,-0.28,-5.4,11.36,0,0,0,0
1072,"New York Knicks",5,0.537,1983,5,0.135,6.1,12.95,0,0,0,0
14,"Oklahoma City Thunder",14,0.306,2021,-9,-0.305,11.09,-0.8,0,0,0,0
35,"Oklahoma City Thunder",5,0.611,2020,1,0.013,12.5,1,0,0,0,0
66,"Oklahoma City Thunder",6,0.598,2019,-2,0.013,10.29,-7.7,0,0,0,0
94,"Oklahoma City Thunder",4,0.585,2018,2,0.012,6.13,-38.1,0,0,0,0
126,"Oklahoma City Thunder",6,0.573,2017,-3,-0.098,12.44,-5,0,0,0,0
153,"Oklahoma City Thunder",3,0.671,2016,6,0.122,12.39,5.4,0,0,0,0
189,"Oklahoma City Thunder",9,0.549,2015,-7,-0.171,13.14,6,0,0,0,0
211,"Oklahoma City Thunder",2,0.72,2014,-1,-0.012,12.01,-11,0,0,0,0
239,"Oklahoma City Thunder",1,0.732,2013,1,0.02,9.87,-16.5,0,0,0,0
269,"Oklahoma City Thunder",2,0.712,2012,2,0.041,13.37,7,0,0,1,0
301,"Oklahoma City Thunder",4,0.671,2011,4,0.061,12.96,3.1,0,0,0,0
335,"Oklahoma City Thunder",8,0.61,2010,5,0.33,11.74,1.7,0,0,0,1
14,"Oklahoma City Thunder",14,0.306,2021,-9,-0.305,13.32,6.8,0,0,0,0
35,"Oklahoma City Thunder",5,0.611,2020,1,0.013,12.67,4,0,0,0,0
66,"Oklahoma City Thunder",6,0.598,2019,-2,0.013,12.16,-12.7,0,0,0,0
94,"Oklahoma City Thunder",4,0.585,2018,2,0.012,13.05,-15.8,0,0,0,0
126,"Oklahoma City Thunder",6,0.573,2017,-3,-0.098,9.05,-7.3,0,0,0,0
153,"Oklahoma City Thunder",3,0.671,2016,6,0.122,12.89,0.3,0,0,0,0
189,"Oklahoma City Thunder",9,0.549,2015,-7,-0.171,13.17,1.6,0,0,0,0
211,"Oklahoma City Thunder",2,0.72,2014,-1,-0.012,11.79,3.6,0,0,0,0
239,"Oklahoma City Thunder",1,0.732,2013,1,0.02,13.18,2.5,0,0,0,0
269,"Oklahoma City Thunder",2,0.712,2012,2,0.041,12.1,-6.1,0,0,1,0
301,"Oklahoma City Thunder",4,0.671,2011,4,0.061,13.16,3.8,0,0,0,0
335,"Oklahoma City Thunder",8,0.61,2010,5,0.33,12.42,-13.6,0,0,0,1
29,"Orlando Magic",14,0.292,2021,-6,-0.16,0.5,10.61,0,0,0,0
53,"Orlando Magic",8,0.452,2020,-1,-0.06,1.3,12.21,0,0,0,0
82,"Orlando Magic",7,0.512,2019,7,0.207,3.7,12.04,0,0,0,0
119,"Orlando Magic",14,0.305,2018,-1,-0.049,1.2,14.31,0,0,0,0
148,"Orlando Magic",13,0.354,2017,-2,-0.073,1.1,12.3,0,0,0,0
176,"Orlando Magic",11,0.427,2016,2,0.122,-9.2,10.44,0,0,0,0
207,"Orlando Magic",13,0.305,2015,0,0.025,-4.8,12.56,0,0,0,0
236,"Orlando Magic",13,0.28,2014,2,0.036,5.9,12.16,0,0,0,0
267,"Orlando Magic",15,0.244,2013,-9,-0.317,5.8,11.82,0,0,0,0
288,"Orlando Magic",6,0.561,2012,-2,-0.073,3.4,12.22,0,1,0,0
316,"Orlando Magic",4,0.634,2011,-2,-0.086,-4.8,11.34,1,0,0,0
344,"Orlando Magic",2,0.72,2010,1,0,3.3,12.31,1,0,0,0
374,"Orlando Magic",3,0.72,2009,0,0.086,11.9,15.41,1,0,0,0
403,"Orlando Magic",3,0.634,2008,5,0.146,2.8,13.34,0,1,0,0
438,"Orlando Magic",8,0.488,2007,2,0.049,3.2,13.24,0,0,0,0
499,"Orlando Magic",10,0.439,2005,5,0.183,5.1,13.42,0,0,0,0
578,"Orlando Magic",5,0.537,2002,2,0.013,2.9,12.82,0,0,0,0
640,"Orlando Magic",9,0.5,2000,-6,-0.16,5.1,12.14,0,0,0,1
663,"Orlando Magic",3,0.66,1999,7,0.16,-3.9,14.12,0,1,1,0
724,"Orlando Magic",7,0.549,1997,-5,-0.183,-5.1,11.98,0,0,0,0
747,"Orlando Magic",2,0.732,1996,-1,0.037,1.9,11.89,0,0,0,0
773,"Orlando Magic",1,0.695,1995,3,0.085,3.6,14.39,0,0,0,0
803,"Orlando Magic",4,0.61,1994,5,0.11,-6.2,15.03,0,0,0,0
867,"Orlando Magic",14,0.256,1992,-5,-0.122,3.2,13.09,0,0,0,0
876,"Orlando Magic",9,0.378,1991,3,0.158,-4.6,11.38,0,1,0,0
469,"Orlando Magic",10,0.439,2006,0,0,6.4,13.27,0,0,0,0
532,"Orlando Magic",15,0.256,2004,-7,-0.256,4.4,12.11,0,0,0,0
553,"Orlando Magic",8,0.512,2003,-3,-0.025,0.5,11.96,0,0,0,0
609,"Orlando Magic",7,0.524,2001,2,0.024,-3.2,12.19,0,1,0,0
698,"Orlando Magic",10,0.5,1998,-3,-0.049,-15.2,8.22,0,0,0,0
835,"Orlando Magic",9,0.5,1993,5,0.244,-7.9,11.68,0,0,0,0
528,"Philadelphia 76ers",11,0.402,2004,-7,-0.183,5.9,12.7,0,0,0,0
550,"Philadelphia 76ers",4,0.585,2003,2,0.061,7.3,12.9,0,0,0,0
603,"Philadelphia 76ers",1,0.683,2001,3,0.085,-1.6,11.26,1,0,1,1
635,"Philadelphia 76ers",4,0.598,2000,2,0.038,-0.6,12.48,0,0,0,0
666,"Philadelphia 76ers",6,0.56,1999,8,0.182,3,13.39,0,0,0,0
702,"Philadelphia 76ers",14,0.378,1998,0,0.11,-14.9,9.77,0,0,0,0
731,"Philadelphia 76ers",14,0.268,1997,1,0.048,5.2,14.45,0,0,0,0
810,"Philadelphia 76ers",11,0.305,1994,2,-0.012,-12.5,8.93,0,0,0,0
938,"Philadelphia 76ers",7,0.561,1989,3,0.122,-20.4,9.9,0,0,0,0
964,"Philadelphia 76ers",10,0.439,1988,-5,-0.11,6.4,13.93,0,0,0,0
1024,"Philadelphia 76ers",3,0.707,1985,0,0.073,-32.2,8.38,0,0,0,0
1068,"Philadelphia 76ers",1,0.793,1983,2,0.086,-19.5,9.4,0,0,1,0
1093,"Philadelphia 76ers",3,0.707,1982,0,-0.049,3.9,13.11,0,0,0,0
496,"Philadelphia 76ers",7,0.524,2005,4,0.122,0,11.42,0,0,0,0
468,"Philadelphia 76ers",9,0.463,2006,-2,-0.061,-1.8,12.96,0,0,0,0
579,"Philadelphia 76ers",6,0.524,2002,-5,-0.159,1.5,12.16,0,0,0,0
759,"Philadelphia 76ers",15,0.22,1996,-2,-0.073,5.1,12.63,0,0,0,0
785,"Philadelphia 76ers",13,0.293,1995,-2,-0.012,-0.5,11.3,0,1,0,0
839,"Philadelphia 76ers",13,0.317,1993,-3,-0.11,-3.9,11.42,0,0,0,0
863,"Philadelphia 76ers",10,0.427,1992,-5,-0.11,6.9,13.52,0,0,0,0
886,"Philadelphia 76ers",5,0.537,1991,-3,-0.109,2.7,11.14,0,0,0,0
909,"Philadelphia 76ers",2,0.646,1990,5,0.085,-5,11.16,0,0,0,0
982,"Philadelphia 76ers",5,0.549,1987,-2,-0.11,6.7,11.89,0,0,0,0
1002,"Philadelphia 76ers",3,0.659,1986,0,-0.048,6.5,12.77,0,0,0,0
1047,"Philadelphia 76ers",3,0.634,1984,-2,-0.159,3.1,12.89,0,0,0,0
16,"Philadelphia 76ers",1,0.681,2021,5,0.092,-7.4,12.89,0,0,0,0
51,"Philadelphia 76ers",6,0.589,2020,-3,-0.033,-12,11.76,0,0,0,0
78,"Philadelphia 76ers",3,0.622,2019,0,-0.012,-2,12.76,0,0,0,0
108,"Philadelphia 76ers",3,0.634,2018,11,0.293,4.5,13.77,0,0,0,0
149,"Philadelphia 76ers",14,0.341,2017,1,0.219,-9.4,11.02,0,0,0,0
180,"Philadelphia 76ers",15,0.122,2016,-1,-0.098,3,13.39,0,0,0,0
208,"Philadelphia 76ers",14,0.22,2015,0,-0.012,0.8,11.8,0,0,0,0
237,"Philadelphia 76ers",14,0.232,2014,-5,-0.183,-19.7,9.83,0,0,0,0
261,"Philadelphia 76ers",9,0.415,2013,-1,-0.115,-23,9.9,0,0,0,0
290,"Philadelphia 76ers",8,0.53,2012,-1,0.03,-6.4,10.74,0,0,0,0
319,"Philadelphia 76ers",7,0.5,2011,6,0.171,0.1,11.66,0,0,0,0
355,"Philadelphia 76ers",13,0.329,2010,-7,-0.171,0.1,11.27,0,0,0,0
377,"Philadelphia 76ers",6,0.5,2009,1,0.012,0.4,12.82,0,0,0,0
407,"Philadelphia 76ers",7,0.488,2008,3,0.061,6.3,13.83,0,0,0,0
440,"Philadelphia 76ers",10,0.427,2007,-1,-0.036,6.7,12.65,0,0,0,0
2,"Phoenix Suns",2,0.708,2021,8,0.242,-3.3,12.2,0,0,0,0
40,"Phoenix Suns",10,0.466,2020,5,0.234,4.2,13.61,0,0,0,0
75,"Phoenix Suns",15,0.232,2019,0,-0.024,-5.3,11.85,0,0,0,0
105,"Phoenix Suns",15,0.256,2018,0,-0.037,0.7,10.76,0,0,0,0
135,"Phoenix Suns",15,0.293,2017,-1,0.013,4.8,12.79,0,0,0,0
164,"Phoenix Suns",14,0.28,2016,-4,-0.196,-3.4,12.17,0,0,0,0
190,"Phoenix Suns",10,0.476,2015,-1,-0.109,-3.3,11.77,0,0,0,0
218,"Phoenix Suns",9,0.585,2014,6,0.28,-11.4,9.81,0,1,0,0
253,"Phoenix Suns",15,0.305,2013,-5,-0.195,7.3,13.46,0,0,0,0
277,"Phoenix Suns",10,0.5,2012,0,0.012,5.6,12.04,0,0,0,0
307,"Phoenix Suns",10,0.488,2011,-7,-0.171,8.4,14.21,0,0,0,0
330,"Phoenix Suns",3,0.659,2010,6,0.098,-9.1,12.58,0,0,0,0
366,"Phoenix Suns",9,0.561,2009,-3,-0.11,1.4,13.25,0,0,0,0
391,"Phoenix Suns",6,0.671,2008,-4,-0.073,-26,10.92,0,0,0,0
417,"Phoenix Suns",2,0.744,2007,0,0.085,6.2,14.06,0,0,1,0
475,"Phoenix Suns",1,0.756,2005,12,0.402,0.6,14.7,0,0,0,1
516,"Phoenix Suns",13,0.354,2004,-5,-0.183,4.3,13.63,0,0,0,0
540,"Phoenix Suns",8,0.537,2003,2,0.098,-14.8,10.69,0,0,0,0
570,"Phoenix Suns",10,0.439,2002,-4,-0.183,-2.2,11.47,0,0,0,0
652,"Phoenix Suns",6,0.54,1999,-2,-0.143,4.3,12.76,0,0,0,0
710,"Phoenix Suns",7,0.488,1997,0,-0.012,8.6,14.89,0,0,0,0
739,"Phoenix Suns",7,0.5,1996,-5,-0.22,1.2,12.62,0,0,0,0
789,"Phoenix Suns",3,0.683,1994,-2,-0.073,0.3,14.61,0,0,0,0
814,"Phoenix Suns",1,0.756,1993,3,0.11,-0.7,13.15,0,0,0,0
871,"Phoenix Suns",4,0.671,1991,1,0.012,10.6,14.72,0,0,0,0
922,"Phoenix Suns",3,0.671,1989,6,0.33,-6.5,12.24,0,1,1,1
996,"Phoenix Suns",9,0.39,1986,-1,-0.049,7.2,13.16,0,0,0,0
1058,"Phoenix Suns",3,0.646,1983,2,0.085,4.5,13.61,0,0,0,0
1083,"Phoenix Suns",5,0.561,1982,-4,-0.134,6.8,13.09,0,0,0,0
447,"Phoenix Suns",2,0.659,2006,-1,-0.097,3.2,13.21,0,1,0,0
594,"Phoenix Suns",6,0.622,2001,-1,-0.024,-2.2,11.85,0,0,0,0
622,"Phoenix Suns",5,0.646,2000,1,0.106,5.8,12.42,0,0,1,0
679,"Phoenix Suns",4,0.683,1998,3,0.195,2.7,13.22,0,0,1,0
761,"Phoenix Suns",2,0.72,1995,1,0.037,-0.6,13.71,0,0,0,0
844,"Phoenix Suns",4,0.646,1992,0,-0.025,4.6,14.15,0,0,0,0
899,"Phoenix Suns",5,0.659,1990,-2,-0.012,8.6,18.51,0,0,0,0
951,"Phoenix Suns",9,0.341,1988,0,-0.098,-20.3,10.2,0,0,0,0
974,"Phoenix Suns",9,0.439,1987,0,0.049,4.3,12.54,0,0,0,0
1018,"Phoenix Suns",8,0.439,1985,-2,-0.061,-0.3,10.52,0,0,0,0
1038,"Phoenix Suns",6,0.5,1984,-3,-0.146,-2.6,12.09,0,0,0,0
487,"Portland Trail Blazers",13,0.329,2005,-3,-0.171,12.46,6.2,0,0,0,0
513,"Portland Trail Blazers",10,0.5,2004,-4,-0.11,12.68,-0.2,0,1,0,0
595,"Portland Trail Blazers",7,0.61,2001,-4,-0.11,13.63,6.5,0,0,0,0
620,"Portland Trail Blazers",3,0.72,2000,0,0.02,15.44,9.8,0,0,0,0
649,"Portland Trail Blazers",3,0.7,1999,3,0.139,14.06,6.8,0,0,0,1
708,"Portland Trail Blazers",5,0.598,1997,1,0.061,10.06,-15.1,0,0,0,0
738,"Portland Trail Blazers",6,0.537,1996,1,0,12.64,5,0,0,0,0
766,"Portland Trail Blazers",7,0.537,1995,0,-0.036,12.49,6.7,0,0,0,0
793,"Portland Trail Blazers",7,0.573,1994,-3,-0.049,14.31,5.4,0,0,0,0
817,"Portland Trail Blazers",4,0.622,1993,-3,-0.073,12.76,4.9,0,0,1,0
841,"Portland Trail Blazers",1,0.695,1992,0,-0.073,12.79,1.7,0,0,0,0
868,"Portland Trail Blazers",1,0.768,1991,2,0.048,13.48,6,0,0,0,0
927,"Portland Trail Blazers",8,0.476,1989,-4,-0.17,13.69,7.7,0,0,0,0
946,"Portland Trail Blazers",4,0.646,1988,-1,0.048,11.51,-7.6,0,1,0,0
968,"Portland Trail Blazers",3,0.598,1987,3,0.11,11.28,-1,0,0,0,1
994,"Portland Trail Blazers",6,0.488,1986,-1,-0.024,14.52,-0.9,0,0,0,0
1035,"Portland Trail Blazers",3,0.585,1984,2,0.024,14.29,6.9,0,0,0,0
1060,"Portland Trail Blazers",5,0.561,1983,3,0.049,13.98,7.6,0,0,0,0
1086,"Portland Trail Blazers",8,0.512,1982,-4,-0.037,13.24,5,0,0,0,0
6,"Portland Trail Blazers",6,0.583,2021,2,0.11,12.74,3.7,0,0,0,0
38,"Portland Trail Blazers",8,0.473,2020,-5,-0.173,13.47,-0.9,0,0,0,0
63,"Portland Trail Blazers",3,0.646,2019,0,0.048,13.17,6.7,0,0,0,0
93,"Portland Trail Blazers",3,0.598,2018,5,0.098,13.51,1.3,0,0,0,0
128,"Portland Trail Blazers",8,0.5,2017,-3,-0.037,15.12,4.9,0,0,0,0
155,"Portland Trail Blazers",5,0.537,2016,-1,-0.085,13.54,4.9,0,1,0,0
184,"Portland Trail Blazers",4,0.622,2015,1,-0.037,11.86,-2.7,0,0,0,0
214,"Portland Trail Blazers",5,0.659,2014,6,0.257,13.22,8.2,0,0,0,0
249,"Portland Trail Blazers",11,0.402,2013,0,-0.022,12.61,2.1,0,0,0,0
278,"Portland Trail Blazers",11,0.424,2012,-5,-0.161,11.09,2.4,0,0,0,0
303,"Portland Trail Blazers",6,0.585,2011,0,-0.025,14.24,6,0,0,0,0
333,"Portland Trail Blazers",6,0.61,2010,-2,-0.049,10.58,0,0,0,0,0
361,"Portland Trail Blazers",4,0.659,2009,6,0.159,13.3,-11.5,0,0,0,0
395,"Portland Trail Blazers",10,0.5,2008,2,0.11,13.19,-8.4,0,0,0,0
427,"Portland Trail Blazers",12,0.39,2007,3,0.134,12.96,4.7,0,0,0,0
459,"Portland Trail Blazers",15,0.256,2006,-2,-0.073,11.44,0,0,0,0,0
538,"Portland Trail Blazers",6,0.61,2003,0,0.012,11.55,-20.4,0,0,0,0
566,"Portland Trail Blazers",6,0.598,2002,1,-0.012,13.67,-1.7,0,0,0,0
681,"Portland Trail Blazers",6,0.561,1998,-1,-0.037,16.41,-11.7,0,0,0,0
897,"Portland Trail Blazers",3,0.72,1990,5,0.244,14.52,8.3,0,0,0,0
1015,"Portland Trail Blazers",5,0.512,1985,-2,-0.073,13.15,-4.3,0,0,0,0
453,"Sacramento Kings",8,0.537,2006,-2,-0.073,-22.1,10.93,0,0,0,0
591,"Sacramento Kings",3,0.671,2001,5,0.134,6.6,14.06,0,0,0,0
653,"Sacramento Kings",7,0.54,1999,2,0.211,2.6,13.49,0,0,0,0
768,"Sacramento Kings",9,0.476,1995,1,0.135,6.5,13.05,0,0,0,0
796,"Sacramento Kings",10,0.341,1994,1,0.036,-17.3,11.45,0,0,0,0
824,"Sacramento Kings",11,0.305,1993,-1,-0.049,5.4,12.18,0,0,0,0
929,"Sacramento Kings",10,0.329,1989,0,0.036,-8.2,10.44,0,0,0,0
975,"Sacramento Kings",10,0.354,1987,-3,-0.097,2.3,12.77,0,0,0,0
12,"Sacramento Kings",12,0.431,2021,0,0,-13.5,11.34,0,0,0,0
42,"Sacramento Kings",12,0.431,2020,-3,-0.045,-5.9,13.41,0,0,0,0
69,"Sacramento Kings",9,0.476,2019,3,0.147,-0.1,12.56,0,0,0,0
102,"Sacramento Kings",12,0.329,2018,0,-0.061,3.7,12.54,0,0,0,0
132,"Sacramento Kings",12,0.39,2017,-2,-0.012,4.4,12.62,0,0,0,0
160,"Sacramento Kings",10,0.402,2016,3,0.048,8,13.64,0,0,0,0
193,"Sacramento Kings",13,0.354,2015,0,0.013,4.2,12.77,0,0,0,0
221,"Sacramento Kings",13,0.341,2014,0,0,2.4,15.77,0,0,0,0
251,"Sacramento Kings",13,0.341,2013,1,0.008,-8.3,10.78,0,0,0,0
281,"Sacramento Kings",14,0.333,2012,0,0.04,1.9,13.34,0,0,0,0
311,"Sacramento Kings",14,0.293,2011,0,-0.012,8.9,13.55,0,0,0,0
341,"Sacramento Kings",14,0.305,2010,1,0.098,-17.9,10.29,0,0,0,0
371,"Sacramento Kings",15,0.207,2009,-4,-0.256,2.4,12.16,0,0,0,0
396,"Sacramento Kings",11,0.463,2008,0,0.061,-8.3,12.22,0,0,0,0
426,"Sacramento Kings",11,0.402,2007,-3,-0.135,-11.7,9.99,0,0,0,0
480,"Sacramento Kings",6,0.61,2005,-2,-0.061,7.1,13.64,0,0,0,0
507,"Sacramento Kings",4,0.671,2004,-2,-0.049,4.6,14.44,0,0,0,0
534,"Sacramento Kings",2,0.72,2003,-1,-0.024,6.2,14.56,0,0,1,0
561,"Sacramento Kings",1,0.744,2002,2,0.073,-3.7,13.72,0,0,0,0
625,"Sacramento Kings",8,0.537,2000,-1,-0.003,-3.6,13.66,0,0,0,0
684,"Sacramento Kings",9,0.329,1998,0,-0.086,3.1,12.51,0,0,0,0
712,"Sacramento Kings",9,0.415,1997,-1,-0.061,2.1,11.94,0,0,0,0
740,"Sacramento Kings",8,0.476,1996,1,0,-10.5,11.26,0,0,0,0
850,"Sacramento Kings",10,0.354,1992,3,0.049,8.2,13.54,0,0,0,0
880,"Sacramento Kings",13,0.305,1991,-1,0.025,5.3,13.24,0,0,0,0
906,"Sacramento Kings",12,0.28,1990,-2,-0.049,4.1,11.64,0,0,0,0
952,"Sacramento Kings",10,0.293,1988,0,-0.061,5,12.36,0,0,0,0
10,"San Antonio Spurs",10,0.458,2021,1,0.007,-11.4,12.07,0,0,0,0
41,"San Antonio Spurs",11,0.451,2020,-4,-0.134,6.2,13.6,0,0,0,0
67,"San Antonio Spurs",7,0.585,2019,0,0.012,3.2,14.78,0,0,0,0
97,"San Antonio Spurs",7,0.573,2018,-5,-0.171,-0.5,13.59,0,0,0,0
122,"San Antonio Spurs",2,0.744,2017,0,-0.073,3.4,14.34,0,0,0,0
152,"San Antonio Spurs",2,0.817,2016,4,0.146,5.9,13.99,1,0,0,0
186,"San Antonio Spurs",6,0.671,2015,-5,-0.085,10.1,15.84,1,0,0,0
210,"San Antonio Spurs",1,0.756,2014,1,0.049,7.1,14.22,0,0,0,1
240,"San Antonio Spurs",2,0.707,2013,-1,-0.051,-0.5,13.17,0,0,0,0
268,"San Antonio Spurs",1,0.758,2012,0,0.014,8,14.62,0,0,0,1
298,"San Antonio Spurs",1,0.744,2011,6,0.134,-2.9,13.61,0,0,0,0
334,"San Antonio Spurs",7,0.61,2010,-4,-0.049,-5.5,11,0,0,0,0
360,"San Antonio Spurs",3,0.659,2009,0,-0.024,6.5,14.52,0,0,0,0
388,"San Antonio Spurs",3,0.683,2008,0,-0.024,0.4,15.62,0,0,1,0
418,"San Antonio Spurs",3,0.707,2007,-2,-0.061,-2.4,12.29,0,0,0,0
446,"San Antonio Spurs",1,0.768,2006,1,0.048,6.7,14.05,0,0,0,0
476,"San Antonio Spurs",2,0.72,2005,1,0.025,9.1,14.74,0,0,0,0
506,"San Antonio Spurs",3,0.695,2004,-2,-0.037,-3.4,13.58,0,0,0,0
533,"San Antonio Spurs",1,0.732,2003,1,0.025,-4.7,10.95,0,0,0,1
818,"San Antonio Spurs",5,0.598,1993,0,0.025,3.5,15.85,0,0,0,0
845,"San Antonio Spurs",5,0.573,1992,-3,-0.098,3,12.09,1,0,0,0
869,"San Antonio Spurs",2,0.671,1991,0,-0.012,-9.6,12.57,0,0,0,0
896,"San Antonio Spurs",2,0.683,1990,9,0.427,4.5,12.13,0,0,0,0
930,"San Antonio Spurs",11,0.256,1989,-3,-0.122,-1.9,10.91,0,0,0,0
950,"San Antonio Spurs",8,0.378,1988,3,0.037,-38.8,7.35,0,0,0,0
1042,"San Antonio Spurs",10,0.451,1984,-8,-0.195,-11.4,11.94,0,0,0,0
1080,"San Antonio Spurs",2,0.585,1982,0,-0.049,1.7,12.36,0,0,0,0
562,"San Antonio Spurs",2,0.707,2002,-1,0,-8.4,12.03,0,0,0,0
589,"San Antonio Spurs",1,0.707,2001,3,0.061,7.6,13.33,0,0,0,0
621,"San Antonio Spurs",4,0.646,2000,-3,-0.094,8.9,14.19,0,0,0,0
647,"San Antonio Spurs",1,0.74,1999,4,0.057,8.8,13.83,0,0,0,0
680,"San Antonio Spurs",5,0.683,1998,8,0.439,7.4,15.21,0,0,0,0
716,"San Antonio Spurs",13,0.244,1997,-11,-0.476,5.2,12.79,0,0,0,0
734,"San Antonio Spurs",2,0.72,1996,-1,-0.036,-7.1,12.37,0,0,0,0
760,"San Antonio Spurs",1,0.756,1995,3,0.085,4.7,12.98,0,0,0,0
790,"San Antonio Spurs",4,0.671,1994,1,0.073,-2.5,11.5,0,0,0,0
976,"San Antonio Spurs",11,0.341,1987,-3,-0.086,6.1,12.74,0,0,0,0
995,"San Antonio Spurs",8,0.427,1986,-1,-0.073,-2.2,12.14,1,1,0,0
1017,"San Antonio Spurs",7,0.5,1985,3,0.049,-5.1,11.58,0,0,0,0
1057,"San Antonio Spurs",2,0.646,1983,0,0.061,1.6,13.04,0,0,0,0
471,"Toronto Raptors",12,0.329,2006,-1,-0.073,9.9,14.28,0,0,0,0
500,"Toronto Raptors",11,0.402,2005,-1,0,-4.7,11.03,0,0,0,0
580,"Toronto Raptors",7,0.512,2002,-2,-0.061,1.6,12.2,0,0,0,0
607,"Toronto Raptors",5,0.573,2001,1,0.024,5.8,13.75,0,0,0,0
637,"Toronto Raptors",6,0.549,2000,4,0.089,-2.2,12.08,0,0,0,0
670,"Toronto Raptors",10,0.46,1999,5,0.265,2.1,11.51,0,0,0,0
703,"Toronto Raptors",15,0.195,1998,-3,-0.171,-46.6,7.16,0,0,0,0
729,"Toronto Raptors",12,0.366,1997,2,0.11,-7.3,10.82,0,0,0,0
559,"Toronto Raptors",14,0.293,2003,-7,-0.219,1.3,11.67,0,0,0,0
527,"Toronto Raptors",10,0.402,2004,4,0.109,3.3,12.99,0,0,0,0
27,"Toronto Raptors",12,0.375,2021,-10,-0.361,-20,11.69,0,0,0,0
47,"Toronto Raptors",2,0.736,2020,0,0.029,4.3,12.87,0,0,0,1
77,"Toronto Raptors",2,0.707,2019,-1,-0.013,6.7,14.88,0,1,0,0
106,"Toronto Raptors",1,0.72,2018,2,0.098,0.9,13.88,0,0,0,1
138,"Toronto Raptors",3,0.622,2017,-1,-0.061,-0.1,14.63,0,0,0,0
167,"Toronto Raptors",2,0.683,2016,2,0.085,6,14.19,0,0,0,0
199,"Toronto Raptors",4,0.598,2015,-1,0.013,-7.7,13.63,0,0,1,0
226,"Toronto Raptors",3,0.585,2014,7,0.17,-1.8,12.97,0,0,0,0
262,"Toronto Raptors",10,0.415,2013,1,0.067,1.2,11.57,0,0,0,0
293,"Toronto Raptors",11,0.348,2012,3,0.08,6,13.03,0,0,0,0
326,"Toronto Raptors",14,0.268,2011,-5,-0.22,2.7,11.92,0,0,0,0
351,"Toronto Raptors",9,0.488,2010,4,0.086,0.5,12.77,0,0,0,0
384,"Toronto Raptors",13,0.402,2009,-7,-0.098,8.6,14.23,0,0,0,0
406,"Toronto Raptors",6,0.5,2008,-3,-0.073,-7.6,11.24,0,0,0,0
433,"Toronto Raptors",3,0.573,2007,9,0.244,1.1,13.35,0,0,0,1
1,"Utah Jazz",1,0.722,2021,5,0.111,-23.8,11.39,1,0,1,0
36,"Utah Jazz",6,0.611,2020,-1,0.001,6.4,13.47,0,0,0,0
65,"Utah Jazz",5,0.61,2019,0,0.025,-13.7,11.01,1,0,0,0
95,"Utah Jazz",5,0.585,2018,0,-0.037,2.2,13.37,1,0,0,0
125,"Utah Jazz",5,0.622,2017,4,0.134,-8.9,18.68,0,0,0,0
159,"Utah Jazz",9,0.488,2016,2,0.025,8.5,14.49,0,0,0,0
191,"Utah Jazz",11,0.463,2015,4,0.158,1.3,12.44,0,0,0,0
223,"Utah Jazz",15,0.305,2014,-6,-0.219,-41.7,10.42,0,0,0,0
247,"Utah Jazz",9,0.524,2013,-1,-0.021,1.9,10.78,0,0,0,0
275,"Utah Jazz",8,0.545,2012,3,0.069,-4.5,13.59,0,0,0,0
308,"Utah Jazz",11,0.476,2011,-6,-0.17,-7.3,13.05,0,0,0,0
332,"Utah Jazz",5,0.646,2010,3,0.061,5.5,13.25,0,0,0,0
365,"Utah Jazz",8,0.585,2009,-4,-0.074,7.7,14.21,0,0,0,0
389,"Utah Jazz",4,0.659,2008,0,0.037,5.8,13.52,0,0,0,0
419,"Utah Jazz",4,0.622,2007,5,0.122,2,12.77,0,0,0,0
539,"Utah Jazz",7,0.573,2003,1,0.036,5.1,12.41,0,0,0,0
568,"Utah Jazz",8,0.537,2002,-4,-0.109,3.1,13.22,0,0,0,0
619,"Utah Jazz",2,0.671,2000,0,-0.069,4.3,13.42,0,0,0,0
648,"Utah Jazz",2,0.74,1999,-1,-0.016,5.7,12.85,0,0,0,0
676,"Utah Jazz",1,0.756,1998,0,-0.024,-1.9,12.04,0,0,0,0
